Territorio,Tipo de territorio,Categoría_Delito,Mes_Año,Tipo_de_Hecho,Cantidad,Mes,Año,Mes_Num
Barcelona,Municipi,Amenazas,oct 2018,Hechos contra las personas,245.0,oct,2018,10
Barcelona,Municipi,Amenazas,nov 2018,Hechos contra las personas,209.0,nov,2018,11
Barcelona,Municipi,Amenazas,dic 2018,Hechos contra las personas,181.0,dic,2018,12
Barcelona,Municipi,Amenazas,ene 2019,Hechos contra las personas,199.0,ene,2019,1
Barcelona,Municipi,Amenazas,feb 2019,Hechos contra las personas,193.0,feb,2019,2
Barcelona,Municipi,Amenazas,mar 2019,Hechos contra las personas,221.0,mar,2019,3
Barcelona,Municipi,Amenazas,abr 2019,Hechos contra las personas,211.0,abr,2019,4
Barcelona,Municipi,Amenazas,may 2019,Hechos contra las personas,195.0,may,2019,5
Barcelona,Municipi,Amenazas,jun 2019,Hechos contra las personas,244.0,jun,2019,6
Barcelona,Municipi,Amenazas,jul 2019,Hechos contra las personas,308.0,jul,2019,7
Barcelona,Municipi,Amenazas,ago 2019,Hechos contra las personas,251.0,ago,2019,8
Barcelona,Municipi,Amenazas,sep 2019,Hechos contra las personas,219.0,sep,2019,9
Barcelona,Municipi,Amenazas,oct 2019,Hechos contra las personas,265.0,oct,2019,10
Barcelona,Municipi,Amenazas,nov 2019,Hechos contra las personas,218.0,nov,2019,11
Barcelona,Municipi,Amenazas,dic 2019,Hechos contra las personas,221.0,dic,2019,12
Barcelona,Municipi,Amenazas,ene 2020,Hechos contra las personas,232.0,ene,2020,1
Barcelona,Municipi,Amenazas,feb 2020,Hechos contra las personas,244.0,feb,2020,2
Barcelona,Municipi,Amenazas,mar 2020,Hechos contra las personas,162.0,mar,2020,3
Barcelona,Municipi,Amenazas,abr 2020,Hechos contra las personas,155.0,abr,2020,4
Barcelona,Municipi,Amenazas,may 2020,Hechos contra las personas,213.0,may,2020,5
Barcelona,Municipi,Amenazas,jun 2020,Hechos contra las personas,283.0,jun,2020,6
Barcelona,Municipi,Amenazas,jul 2020,Hechos contra las personas,306.0,jul,2020,7
Barcelona,Municipi,Amenazas,ago 2020,Hechos contra las personas,302.0,ago,2020,8
Barcelona,Municipi,Amenazas,sep 2020,Hechos contra las personas,236.0,sep,2020,9
Barcelona,Municipi,Amenazas,oct 2020,Hechos contra las personas,238.0,oct,2020,10
Barcelona,Municipi,Amenazas,nov 2020,Hechos contra las personas,207.0,nov,2020,11
Barcelona,Municipi,Amenazas,dic 2020,Hechos contra las personas,229.0,dic,2020,12
Barcelona,Municipi,Amenazas,ene 2021,Hechos contra las personas,196.0,ene,2021,1
Barcelona,Municipi,Amenazas,feb 2021,Hechos contra las personas,220.0,feb,2021,2
Barcelona,Municipi,Amenazas,mar 2021,Hechos contra las personas,253.0,mar,2021,3
Barcelona,Municipi,Amenazas,abr 2021,Hechos contra las personas,259.0,abr,2021,4
Barcelona,Municipi,Amenazas,may 2021,Hechos contra las personas,285.0,may,2021,5
Barcelona,Municipi,Amenazas,jun 2021,Hechos contra las personas,275.0,jun,2021,6
Barcelona,Municipi,Amenazas,jul 2021,Hechos contra las personas,271.0,jul,2021,7
Barcelona,Municipi,Amenazas,ago 2021,Hechos contra las personas,262.0,ago,2021,8
Barcelona,Municipi,Amenazas,sep 2021,Hechos contra las personas,275.0,sep,2021,9
Barcelona,Municipi,Amenazas,oct 2021,Hechos contra las personas,243.0,oct,2021,10
Barcelona,Municipi,Amenazas,nov 2021,Hechos contra las personas,249.0,nov,2021,11
Barcelona,Municipi,Amenazas,dic 2021,Hechos contra las personas,269.0,dic,2021,12
Barcelona,Municipi,Amenazas,ene 2022,Hechos contra las personas,210.0,ene,2022,1
Barcelona,Municipi,Amenazas,feb 2022,Hechos contra las personas,206.0,feb,2022,2
Barcelona,Municipi,Amenazas,mar 2022,Hechos contra las personas,225.0,mar,2022,3
Barcelona,Municipi,Amenazas,abr 2022,Hechos contra las personas,259.0,abr,2022,4
Barcelona,Municipi,Amenazas,may 2022,Hechos contra las personas,282.0,may,2022,5
Barcelona,Municipi,Amenazas,jun 2022,Hechos contra las personas,304.0,jun,2022,6
Barcelona,Municipi,Amenazas,jul 2022,Hechos contra las personas,296.0,jul,2022,7
Barcelona,Municipi,Amenazas,ago 2022,Hechos contra las personas,305.0,ago,2022,8
Barcelona,Municipi,Amenazas,sep 2022,Hechos contra las personas,270.0,sep,2022,9
Barcelona,Municipi,Amenazas,oct 2022,Hechos contra las personas,287.0,oct,2022,10
Barcelona,Municipi,Amenazas,nov 2022,Hechos contra las personas,239.0,nov,2022,11
Barcelona,Municipi,Amenazas,dic 2022,Hechos contra las personas,238.0,dic,2022,12
Barcelona,Municipi,Amenazas,ene 2023,Hechos contra las personas,291.0,ene,2023,1
Barcelona,Municipi,Amenazas,feb 2023,Hechos contra las personas,233.0,feb,2023,2
Barcelona,Municipi,Amenazas,mar 2023,Hechos contra las personas,313.0,mar,2023,3
Barcelona,Municipi,Amenazas,abr 2023,Hechos contra las personas,294.0,abr,2023,4
Barcelona,Municipi,Amenazas,may 2023,Hechos contra las personas,287.0,may,2023,5
Barcelona,Municipi,Amenazas,jun 2023,Hechos contra las personas,331.0,jun,2023,6
Barcelona,Municipi,Amenazas,jul 2023,Hechos contra las personas,327.0,jul,2023,7
Barcelona,Municipi,Amenazas,ago 2023,Hechos contra las personas,298.0,ago,2023,8
Barcelona,Municipi,Amenazas,sep 2023,Hechos contra las personas,300.0,sep,2023,9
Barcelona,Municipi,Amenazas,oct 2023,Hechos contra las personas,330.0,oct,2023,10
Barcelona,Municipi,Amenazas,nov 2023,Hechos contra las personas,276.0,nov,2023,11
Barcelona,Municipi,Amenazas,dic 2023,Hechos contra las personas,295.0,dic,2023,12
Barcelona,Municipi,Amenazas,ene 2024,Hechos contra las personas,309.0,ene,2024,1
Barcelona,Municipi,Amenazas,feb 2024,Hechos contra las personas,281.0,feb,2024,2
Barcelona,Municipi,Amenazas,mar 2024,Hechos contra las personas,303.0,mar,2024,3
Barcelona,Municipi,Amenazas,abr 2024,Hechos contra las personas,317.0,abr,2024,4
Barcelona,Municipi,Amenazas,may 2024,Hechos contra las personas,315.0,may,2024,5
Barcelona,Municipi,Amenazas,jun 2024,Hechos contra las personas,301.0,jun,2024,6
Barcelona,Municipi,Amenazas,jul 2024,Hechos contra las personas,336.0,jul,2024,7
Barcelona,Municipi,Amenazas,ago 2024,Hechos contra las personas,338.0,ago,2024,8
Barcelona,Municipi,Amenazas,sep 2024,Hechos contra las personas,265.0,sep,2024,9
Barcelona,Municipi,Amenazas,oct 2024,Hechos contra las personas,336.0,oct,2024,10
Barcelona,Municipi,Amenazas,nov 2024,Hechos contra las personas,334.0,nov,2024,11
Barcelona,Municipi,Amenazas,dic 2024,Hechos contra las personas,265.0,dic,2024,12
Barcelona,Municipi,Amenazas,ene 2025,Hechos contra las personas,254.0,ene,2025,1
Barcelona,Municipi,Amenazas,feb 2025,Hechos contra las personas,268.0,feb,2025,2
Barcelona,Municipi,Amenazas,mar 2025,Hechos contra las personas,287.0,mar,2025,3
Barcelona,Municipi,Amenazas,abr 2025,Hechos contra las personas,294.0,abr,2025,4
Barcelona,Municipi,Amenazas,may 2025,Hechos contra las personas,335.0,may,2025,5
Barcelona,Municipi,Amenazas,jun 2025,Hechos contra las personas,342.0,jun,2025,6
Barcelona,Municipi,Amenazas,jul 2025,Hechos contra las personas,325.0,jul,2025,7
Barcelona,Municipi,Amenazas,ago 2025,Hechos contra las personas,312.0,ago,2025,8
Barcelona,Municipi,Amenazas,sep 2025,Hechos contra las personas,282.0,sep,2025,9
Barcelona,Municipi,Amenazas,oct 2025,Hechos contra las personas,323.0,oct,2025,10
Barcelona,Municipi,Amenazas,nov 2025,Hechos contra las personas,279.0,nov,2025,11
Barcelona,Municipi,Amenazas,dic 2025,Hechos contra las personas,231.0,dic,2025,12
Barcelona,Municipi,Amenazas,ene 2026,Hechos contra las personas,270.0,ene,2026,1
Barcelona,Municipi,Coacciones,ene 2011,Hechos contra las personas,14.0,ene,2011,1
Barcelona,Municipi,Coacciones,feb 2011,Hechos contra las personas,11.0,feb,2011,2
Barcelona,Municipi,Coacciones,mar 2011,Hechos contra las personas,26.0,mar,2011,3
Barcelona,Municipi,Coacciones,abr 2011,Hechos contra las personas,14.0,abr,2011,4
Barcelona,Municipi,Coacciones,may 2011,Hechos contra las personas,19.0,may,2011,5
Barcelona,Municipi,Coacciones,jun 2011,Hechos contra las personas,19.0,jun,2011,6
Barcelona,Municipi,Coacciones,jul 2011,Hechos contra las personas,12.0,jul,2011,7
Barcelona,Municipi,Coacciones,ago 2011,Hechos contra las personas,10.0,ago,2011,8
Barcelona,Municipi,Coacciones,sep 2011,Hechos contra las personas,15.0,sep,2011,9
Barcelona,Municipi,Coacciones,oct 2011,Hechos contra las personas,15.0,oct,2011,10
Barcelona,Municipi,Coacciones,nov 2011,Hechos contra las personas,22.0,nov,2011,11
Barcelona,Municipi,Coacciones,dic 2011,Hechos contra las personas,18.0,dic,2011,12
Barcelona,Municipi,Coacciones,ene 2012,Hechos contra las personas,18.0,ene,2012,1
Barcelona,Municipi,Coacciones,feb 2012,Hechos contra las personas,26.0,feb,2012,2
Barcelona,Municipi,Coacciones,mar 2012,Hechos contra las personas,19.0,mar,2012,3
Barcelona,Municipi,Coacciones,abr 2012,Hechos contra las personas,14.0,abr,2012,4
Barcelona,Municipi,Coacciones,may 2012,Hechos contra las personas,21.0,may,2012,5
Barcelona,Municipi,Coacciones,jun 2012,Hechos contra las personas,13.0,jun,2012,6
Barcelona,Municipi,Coacciones,jul 2012,Hechos contra las personas,23.0,jul,2012,7
Barcelona,Municipi,Coacciones,ago 2012,Hechos contra las personas,11.0,ago,2012,8
Barcelona,Municipi,Coacciones,sep 2012,Hechos contra las personas,20.0,sep,2012,9
Barcelona,Municipi,Coacciones,oct 2012,Hechos contra las personas,12.0,oct,2012,10
Barcelona,Municipi,Coacciones,nov 2012,Hechos contra las personas,21.0,nov,2012,11
Barcelona,Municipi,Coacciones,dic 2012,Hechos contra las personas,9.0,dic,2012,12
Barcelona,Municipi,Coacciones,ene 2013,Hechos contra las personas,23.0,ene,2013,1
Barcelona,Municipi,Coacciones,feb 2013,Hechos contra las personas,10.0,feb,2013,2
Barcelona,Municipi,Coacciones,mar 2013,Hechos contra las personas,14.0,mar,2013,3
Barcelona,Municipi,Coacciones,abr 2013,Hechos contra las personas,7.0,abr,2013,4
Barcelona,Municipi,Coacciones,may 2013,Hechos contra las personas,19.0,may,2013,5
Barcelona,Municipi,Coacciones,jun 2013,Hechos contra las personas,27.0,jun,2013,6
Barcelona,Municipi,Coacciones,jul 2013,Hechos contra las personas,21.0,jul,2013,7
Barcelona,Municipi,Coacciones,ago 2013,Hechos contra las personas,13.0,ago,2013,8
Barcelona,Municipi,Coacciones,sep 2013,Hechos contra las personas,24.0,sep,2013,9
Barcelona,Municipi,Coacciones,oct 2013,Hechos contra las personas,31.0,oct,2013,10
Barcelona,Municipi,Coacciones,nov 2013,Hechos contra las personas,20.0,nov,2013,11
Barcelona,Municipi,Coacciones,dic 2013,Hechos contra las personas,20.0,dic,2013,12
Barcelona,Municipi,Coacciones,ene 2014,Hechos contra las personas,28.0,ene,2014,1
Barcelona,Municipi,Coacciones,feb 2014,Hechos contra las personas,23.0,feb,2014,2
Barcelona,Municipi,Coacciones,mar 2014,Hechos contra las personas,34.0,mar,2014,3
Barcelona,Municipi,Coacciones,abr 2014,Hechos contra las personas,28.0,abr,2014,4
Barcelona,Municipi,Coacciones,may 2014,Hechos contra las personas,24.0,may,2014,5
Barcelona,Municipi,Coacciones,jun 2014,Hechos contra las personas,22.0,jun,2014,6
Barcelona,Municipi,Coacciones,jul 2014,Hechos contra las personas,18.0,jul,2014,7
Barcelona,Municipi,Coacciones,ago 2014,Hechos contra las personas,17.0,ago,2014,8
Barcelona,Municipi,Coacciones,sep 2014,Hechos contra las personas,32.0,sep,2014,9
Barcelona,Municipi,Coacciones,oct 2014,Hechos contra las personas,33.0,oct,2014,10
Barcelona,Municipi,Coacciones,nov 2014,Hechos contra las personas,28.0,nov,2014,11
Barcelona,Municipi,Coacciones,dic 2014,Hechos contra las personas,23.0,dic,2014,12
Barcelona,Municipi,Coacciones,ene 2015,Hechos contra las personas,38.0,ene,2015,1
Barcelona,Municipi,Coacciones,feb 2015,Hechos contra las personas,28.0,feb,2015,2
Barcelona,Municipi,Coacciones,mar 2015,Hechos contra las personas,28.0,mar,2015,3
Barcelona,Municipi,Coacciones,abr 2015,Hechos contra las personas,32.0,abr,2015,4
Barcelona,Municipi,Coacciones,may 2015,Hechos contra las personas,47.0,may,2015,5
Barcelona,Municipi,Coacciones,jun 2015,Hechos contra las personas,23.0,jun,2015,6
Barcelona,Municipi,Coacciones,jul 2015,Hechos contra las personas,56.0,jul,2015,7
Barcelona,Municipi,Coacciones,ago 2015,Hechos contra las personas,47.0,ago,2015,8
Barcelona,Municipi,Coacciones,sep 2015,Hechos contra las personas,54.0,sep,2015,9
Barcelona,Municipi,Coacciones,oct 2015,Hechos contra las personas,56.0,oct,2015,10
Barcelona,Municipi,Coacciones,nov 2015,Hechos contra las personas,70.0,nov,2015,11
Barcelona,Municipi,Coacciones,dic 2015,Hechos contra las personas,43.0,dic,2015,12
Barcelona,Municipi,Coacciones,ene 2016,Hechos contra las personas,52.0,ene,2016,1
Barcelona,Municipi,Coacciones,feb 2016,Hechos contra las personas,56.0,feb,2016,2
Barcelona,Municipi,Coacciones,mar 2016,Hechos contra las personas,47.0,mar,2016,3
Barcelona,Municipi,Coacciones,abr 2016,Hechos contra las personas,57.0,abr,2016,4
Barcelona,Municipi,Coacciones,may 2016,Hechos contra las personas,50.0,may,2016,5
Barcelona,Municipi,Coacciones,jun 2016,Hechos contra las personas,41.0,jun,2016,6
Barcelona,Municipi,Coacciones,jul 2016,Hechos contra las personas,59.0,jul,2016,7
Barcelona,Municipi,Coacciones,ago 2016,Hechos contra las personas,48.0,ago,2016,8
Barcelona,Municipi,Coacciones,sep 2016,Hechos contra las personas,52.0,sep,2016,9
Barcelona,Municipi,Coacciones,oct 2016,Hechos contra las personas,51.0,oct,2016,10
Barcelona,Municipi,Coacciones,nov 2016,Hechos contra las personas,46.0,nov,2016,11
Barcelona,Municipi,Coacciones,dic 2016,Hechos contra las personas,55.0,dic,2016,12
Barcelona,Municipi,Coacciones,ene 2017,Hechos contra las personas,49.0,ene,2017,1
Barcelona,Municipi,Coacciones,feb 2017,Hechos contra las personas,44.0,feb,2017,2
Barcelona,Municipi,Coacciones,mar 2017,Hechos contra las personas,77.0,mar,2017,3
Barcelona,Municipi,Coacciones,abr 2017,Hechos contra las personas,55.0,abr,2017,4
Barcelona,Municipi,Coacciones,may 2017,Hechos contra las personas,42.0,may,2017,5
Barcelona,Municipi,Coacciones,jun 2017,Hechos contra las personas,69.0,jun,2017,6
Barcelona,Municipi,Coacciones,jul 2017,Hechos contra las personas,55.0,jul,2017,7
Barcelona,Municipi,Coacciones,ago 2017,Hechos contra las personas,40.0,ago,2017,8
Barcelona,Municipi,Coacciones,sep 2017,Hechos contra las personas,37.0,sep,2017,9
Barcelona,Municipi,Coacciones,oct 2017,Hechos contra las personas,54.0,oct,2017,10
Barcelona,Municipi,Coacciones,nov 2017,Hechos contra las personas,37.0,nov,2017,11
Barcelona,Municipi,Coacciones,dic 2017,Hechos contra las personas,43.0,dic,2017,12
Barcelona,Municipi,Coacciones,ene 2018,Hechos contra las personas,51.0,ene,2018,1
Barcelona,Municipi,Coacciones,feb 2018,Hechos contra las personas,49.0,feb,2018,2
Barcelona,Municipi,Coacciones,mar 2018,Hechos contra las personas,58.0,mar,2018,3
Barcelona,Municipi,Coacciones,abr 2018,Hechos contra las personas,48.0,abr,2018,4
Barcelona,Municipi,Coacciones,may 2018,Hechos contra las personas,45.0,may,2018,5
Barcelona,Municipi,Coacciones,jun 2018,Hechos contra las personas,42.0,jun,2018,6
Barcelona,Municipi,Coacciones,jul 2018,Hechos contra las personas,42.0,jul,2018,7
Barcelona,Municipi,Coacciones,ago 2018,Hechos contra las personas,48.0,ago,2018,8
Barcelona,Municipi,Coacciones,sep 2018,Hechos contra las personas,47.0,sep,2018,9
Barcelona,Municipi,Coacciones,oct 2018,Hechos contra las personas,47.0,oct,2018,10
Barcelona,Municipi,Coacciones,nov 2018,Hechos contra las personas,38.0,nov,2018,11
Barcelona,Municipi,Coacciones,dic 2018,Hechos contra las personas,36.0,dic,2018,12
Barcelona,Municipi,Coacciones,ene 2019,Hechos contra las personas,39.0,ene,2019,1
Barcelona,Municipi,Coacciones,feb 2019,Hechos contra las personas,48.0,feb,2019,2
Barcelona,Municipi,Coacciones,mar 2019,Hechos contra las personas,54.0,mar,2019,3
Barcelona,Municipi,Coacciones,abr 2019,Hechos contra las personas,38.0,abr,2019,4
Barcelona,Municipi,Coacciones,may 2019,Hechos contra las personas,36.0,may,2019,5
Barcelona,Municipi,Coacciones,jun 2019,Hechos contra las personas,62.0,jun,2019,6
Barcelona,Municipi,Coacciones,jul 2019,Hechos contra las personas,54.0,jul,2019,7
Barcelona,Municipi,Coacciones,ago 2019,Hechos contra las personas,57.0,ago,2019,8
Barcelona,Municipi,Coacciones,sep 2019,Hechos contra las personas,57.0,sep,2019,9
Barcelona,Municipi,Coacciones,oct 2019,Hechos contra las personas,62.0,oct,2019,10
Barcelona,Municipi,Coacciones,nov 2019,Hechos contra las personas,48.0,nov,2019,11
Barcelona,Municipi,Coacciones,dic 2019,Hechos contra las personas,41.0,dic,2019,12
Barcelona,Municipi,Coacciones,ene 2020,Hechos contra las personas,34.0,ene,2020,1
Barcelona,Municipi,Coacciones,feb 2020,Hechos contra las personas,43.0,feb,2020,2
Barcelona,Municipi,Coacciones,mar 2020,Hechos contra las personas,27.0,mar,2020,3
Barcelona,Municipi,Coacciones,abr 2020,Hechos contra las personas,38.0,abr,2020,4
Barcelona,Municipi,Coacciones,may 2020,Hechos contra las personas,38.0,may,2020,5
Barcelona,Municipi,Coacciones,jun 2020,Hechos contra las personas,52.0,jun,2020,6
Barcelona,Municipi,Coacciones,jul 2020,Hechos contra las personas,76.0,jul,2020,7
Barcelona,Municipi,Coacciones,ago 2020,Hechos contra las personas,74.0,ago,2020,8
Barcelona,Municipi,Coacciones,sep 2020,Hechos contra las personas,72.0,sep,2020,9
Barcelona,Municipi,Coacciones,oct 2020,Hechos contra las personas,53.0,oct,2020,10
Barcelona,Municipi,Coacciones,nov 2020,Hechos contra las personas,37.0,nov,2020,11
Barcelona,Municipi,Coacciones,dic 2020,Hechos contra las personas,52.0,dic,2020,12
Barcelona,Municipi,Coacciones,ene 2021,Hechos contra las personas,49.0,ene,2021,1
Barcelona,Municipi,Coacciones,feb 2021,Hechos contra las personas,46.0,feb,2021,2
Barcelona,Municipi,Coacciones,mar 2021,Hechos contra las personas,58.0,mar,2021,3
Barcelona,Municipi,Coacciones,abr 2021,Hechos contra las personas,56.0,abr,2021,4
Barcelona,Municipi,Coacciones,may 2021,Hechos contra las personas,61.0,may,2021,5
Barcelona,Municipi,Coacciones,jun 2021,Hechos contra las personas,49.0,jun,2021,6
Barcelona,Municipi,Coacciones,jul 2021,Hechos contra las personas,36.0,jul,2021,7
Barcelona,Municipi,Coacciones,ago 2021,Hechos contra las personas,63.0,ago,2021,8
Barcelona,Municipi,Coacciones,sep 2021,Hechos contra las personas,55.0,sep,2021,9
Barcelona,Municipi,Coacciones,oct 2021,Hechos contra las personas,50.0,oct,2021,10
Barcelona,Municipi,Coacciones,nov 2021,Hechos contra las personas,39.0,nov,2021,11
Barcelona,Municipi,Coacciones,dic 2021,Hechos contra las personas,41.0,dic,2021,12
Barcelona,Municipi,Coacciones,ene 2022,Hechos contra las personas,35.0,ene,2022,1
Barcelona,Municipi,Coacciones,feb 2022,Hechos contra las personas,40.0,feb,2022,2
Barcelona,Municipi,Coacciones,mar 2022,Hechos contra las personas,55.0,mar,2022,3
Barcelona,Municipi,Coacciones,abr 2022,Hechos contra las personas,59.0,abr,2022,4
Barcelona,Municipi,Coacciones,may 2022,Hechos contra las personas,54.0,may,2022,5
Barcelona,Municipi,Coacciones,jun 2022,Hechos contra las personas,60.0,jun,2022,6
Barcelona,Municipi,Coacciones,jul 2022,Hechos contra las personas,58.0,jul,2022,7
Barcelona,Municipi,Coacciones,ago 2022,Hechos contra las personas,39.0,ago,2022,8
Barcelona,Municipi,Coacciones,sep 2022,Hechos contra las personas,71.0,sep,2022,9
Barcelona,Municipi,Coacciones,oct 2022,Hechos contra las personas,61.0,oct,2022,10
Barcelona,Municipi,Coacciones,nov 2022,Hechos contra las personas,53.0,nov,2022,11
Barcelona,Municipi,Coacciones,dic 2022,Hechos contra las personas,60.0,dic,2022,12
Barcelona,Municipi,Coacciones,ene 2023,Hechos contra las personas,61.0,ene,2023,1
Barcelona,Municipi,Coacciones,feb 2023,Hechos contra las personas,46.0,feb,2023,2
Barcelona,Municipi,Coacciones,mar 2023,Hechos contra las personas,58.0,mar,2023,3
